name,rating,review_count,price_level,lat,lng
Pasa Deli Boudha,4.6,55,2,27.721314,85.361814
Filli Cafe Stupa,4.1,28,2,27.721412,85.362412
Bod Thap Restaurant (New),4.5,14,2,27.721541,85.361214
Impresso Caffe Phulbari,4.5,64,2,27.723814,85.364514
Himalayan Laphing Center,4.4,195,1,27.720541,85.360541
Sky Cafe Garden Annex,3.9,42,2,27.721914,85.362514
Boudha Morning Brew,4.2,11,2,27.721241,85.360914
Phulbari Local Tea,4.3,88,1,27.723141,85.364214
Ramhiti Organic Hub,4.5,15,2,27.726114,85.365814
Tushal Corner Khaja,4.0,56,1,27.724514,85.359114
Stupa Side Espresso,4.2,18,2,27.721114,85.361514
Monastic Silence Cafe,4.6,9,2,27.722841,85.363214
Boudha Terrace Roasters,4.4,21,2,27.721814,85.362414
Sherpa Kitchen Ramhiti,4.3,44,2,27.726814,85.365214
Tushal Spicy Noodle Hub,4.5,92,1,27.725214,85.359814
Kora Walking Tea,4.0,110,1,27.721114,85.361241
Boudha Elite Coffee,4.6,7,2,27.721514,85.362114
Ramhiti Garden Sip,4.2,14,2,27.726241,85.365114
Nimto Restaurant & Lounge,4.2,650,2,27.717514,85.344514
Chiyawala Chabahil,4.4,480,2,27.716841,85.345214
Aone Cafe Chabahil,4.0,320,2,27.718114,85.343842
The Burger House and Melung Thakali Chabahil,4.1,890,2,27.718541,85.345514
The Biryani House Cafe & Restro (Siphal),4.3,210,2,27.715514,85.341842
Annyeong Chicken (Saraswotinagar),4.5,185,2,27.721241,85.346542
Maya Restro & Cafe (Chuchchepati),4.2,145,2,27.719841,85.348214
Rameshwaram Sweets & Snacks Chabahil,4.1,520,2,27.717214,85.344114
Himalayan Beans Java (Kapan/Chabahil),4.4,92,2,27.724514,85.347842
KFC Chabahil (Boudha Road),3.9,1200,3,27.717914,85.345914
Guam Guam Momo & Fast Food,4.2,68,1,27.716514,85.342814
Raap Sekuwa - Ratopool/Chabahil,4.3,310,2,27.713514,85.340514
Chitwan ko Karma Taas & Nepali Bhancha,4.0,145,2,27.718814,85.346214
Commons' Bistro Chabahil,4.4,56,2,27.716241,85.344842
Bowl Up Chabahil,4.1,34,2,27.717114,85.345114
New Everest Mo:Mo Center (Branch),4.5,880,1,27.717841,85.343542
Bajrayogini Fast Food,3.8,42,1,27.718214,85.344241
S.M.L Laphing & Kima Noodles,4.6,112,1,27.719114,85.346841
Pipal Boat Khaja Ghar,3.7,24,1,27.716514,85.343114
Taja Bakery & Coffee Shop,4.2,19,2,27.717541,85.345842
Moomin Cafe Chabahil,4.3,31,2,27.716814,85.344414
Gaule Restaurant Pvt Ltd,4.1,215,2,27.715842,85.341514
Crunchy Restro & Cafe (Chuchchepati),4.4,74,2,27.720114,85.348514
Royal Taj Bakery,4.0,52,2,27.717942,85.345241
Baddas Momo Chabahil,4.2,45,1,27.718414,85.344841
Relief Restro and Cafe (Chill Bro),4.5,38,2,27.715114,85.342142
Mustang May Review Thakali,4.3,124,2,27.717542,85.344914
Darshan Halesi Fast Food,3.9,65,1,27.718114,85.344114
Aacharya Fast Food,4.0,28,1,27.716142,85.343242
Hotel Tara Suites Cafe,4.2,45,3,27.715541,85.345114
Burger House and Crunchy Fried Chicken Chabahil,4.1,820,2,27.718541,85.345514
Chule Nimto Cafe & Thakali Kitchen,4.3,156,2,27.716914,85.344814
Gaule Restaurant pvt.ltd,4.1,215,2,27.715842,85.341514
The Biryani House & Sekuwa Cave,4.2,185,2,27.715514,85.341842
Slice of Pizza Chabahil,4.0,92,2,27.717414,85.345214
Chef Kitchen Burger House (KL Tower),4.3,310,2,27.718114,85.345842
Everest Fast Food Cafe,3.9,45,1,27.717841,85.343542
Moomin Cafe,4.3,31,2,27.716814,85.344414
G.P.S Chiya Sangam,4.4,28,1,27.717114,85.345514
Raap Sekuwa - Ratopool,4.3,310,2,27.713514,85.340514
S.M.L Laphing And Kima Noodles Center,4.6,112,1,27.719114,85.346841
Darshan Halesi Fast Food and Khaja Ghar,3.9,65,1,27.718114,85.344114
Aone Cafe Chabahil,4.0,320,2,27.718114,85.343842
Maya Restro & Cafe Chuchchepati,4.2,145,2,27.719841,85.348214
Himalayan Beans Java (Kapan Road),4.4,92,2,27.724514,85.347842
KFC Kathmandu Food Cafe (Chabahil),3.8,110,2,27.717914,85.345914
Guam Guam Momo & Fast Food,4.2,68,1,27.716514,85.342814
Bajrayogini Fast Food,3.8,42,1,27.718214,85.344241
Commons' Bistro - Fast food Restaurant,4.4,56,2,27.716241,85.344842
Bowl Up Chabahil,4.1,34,2,27.717114,85.345114
Taja Bakery & Coffee Shop,4.2,19,2,27.717541,85.345842
Mustang May Review Thakali,4.3,124,2,27.717542,85.344914
Aacharya Fast Food,4.0,28,1,27.716142,85.343242
Relief Restro and Cafe (Chill Bro),4.5,38,2,27.715114,85.342142
Royal Taj Bakery Chabahil,4.0,52,2,27.717942,85.345241
Rameshwaram Sweets & Snacks,4.1,520,2,27.717214,85.344114
Ramailo Gaunle Restaurant,4.0,85,2,27.715842,85.341514
Crunchy Restro & Cafe,4.4,74,2,27.720114,85.348514
High Road Cafe Chabahil,4.1,22,2,27.718814,85.346514
Taste Um Cafe,4.0,14,2,27.717414,85.344814
Village IN Cafe,4.2,11,2,27.717214,85.345414
Irani Chiya Chabahil,4.5,45,1,27.717614,85.345114
Satkar Cafe & Bar,3.9,32,2,27.716514,85.344214
360 Bakery Cafe,4.1,28,2,27.717914,85.345814
Cubic Cafe,4.2,15,2,27.718114,85.344514
Krishnarpan (Dwarika's Hotel),4.8,1240,4,27.710514,85.342142
Toran Restaurant (Dwarika's),4.6,850,4,27.710414,85.342242
Mako's Japanese Restaurant,4.7,320,4,27.710614,85.342042
Kailasa Food & Sweets,4.1,450,2,27.712114,85.346214
Resunga Tandoori & Guest House,4.4,115,2,27.713541,85.348542
Marwadi Bhojnalaya Gaushala,4.6,310,1,27.711841,85.345842
SkyDeck Restaurant (Crystal Pashupati),4.4,215,3,27.712841,85.347514
Anmol Sweets Gaushala,4.3,340,2,27.711541,85.345114
Vedic Food & Lunch Box,4.7,42,2,27.711514,85.344842
MTR Kathmandu (Vegetarian),4.2,65,2,27.710114,85.342814
Siddhartha Foodland (Battisputali),4.1,2100,3,27.708814,85.340214
Keshari Sweets & Chaat,4.4,195,1,27.711841,85.345514
Hotel Toran Cafe,4.1,56,2,27.713241,85.346842
New Sagarmatha Thakali,4.2,120,2,27.711914,85.344514
Pashupati Vision Hotel & Restro,3.9,110,2,27.712142,85.346514
Airport View Cafe,3.8,42,2,27.711514,85.349142
Maya Chowk Restaurant Gaushala,4.0,24,2,27.711814,85.345242
Alpine Foodland & Restaurant,4.1,88,2,27.709114,85.341142
Labbaik Restaurant & Cafe,4.2,45,2,27.709514,85.342514
Delicious Fusion Food & Restro,4.3,31,2,27.709241,85.341842
Koyla Tandoori Restaurant,4.1,52,2,27.708942,85.340841
Purbeli Sekuwa Corner,4.4,68,2,27.708541,85.339842
Imperial Restaurant Battisputali,4.0,15,2,27.709841,85.341542
Royal Rays Restaurant,4.1,22,2,27.709414,85.341214
Classic Restaurant & Bar,3.9,19,2,27.708114,85.340514
Hungry Eye Cafe & Restaurant,3.8,42,1,27.711214,85.345814
Pashupati Khaja Ghar,4.2,28,1,27.710842,85.346142
Bankali Khaja Ghar,4.1,18,1,27.709541,85.347214
Shree Pashupatinath Bhojnalaya,4.3,55,1,27.711214,85.346242
Halesi Fast Food Gaushala,4.0,34,1,27.712541,85.345514
Sitala Fast Food,3.9,22,1,27.714214,85.347842
Gauri Shankar Restro,4.0,85,2,27.712542,85.345214
FuZone Tandoori Cafe,4.1,24,2,27.709114,85.340241
Tha Chhen Restaurant,4.5,12,3,27.708414,85.341114
Coriander Restaurant,4.2,33,2,27.708841,85.342114
The Grill Nation Battisputali,4.3,47,3,27.709214,85.341814
OEC Cafe and Restaurant,4.1,14,2,27.709514,85.342814
Bottles Restaurant Gaushala,3.9,27,2,27.711414,85.346114
Wills Cafe & Restaurant,4.2,19,2,27.709114,85.340814
Matka Lassi Gaushala Chowk,4.5,180,1,27.712114,85.345514
The Dwarika's Hotel (Battisputali/Ward 9 edge),4.8,3200,4,27.7105,85.3421
La Palpasa Coffee Sinamangal,4.7,420,2,27.6985,85.3482
Hotel Indreni Himalaya Restaurant,4.2,950,3,27.7012,85.3465
Meridian Suite Hotel Rooftop,4.3,310,3,27.6991,85.3495
Sinamangal Burger House & Crunchy Fried Chicken,4.1,520,2,27.6975,85.3478
B.F.C. Burger Sinamangal,4.0,215,2,27.6981,85.3472
Labbaik Restaurant & Cafe (Sinamangal),4.2,85,2,27.6998,85.3461
Delicious Fusion Food & Restaurant,4.3,55,2,27.7015,85.3458
The Grill Nation Sinamangal,4.4,110,2,27.6988,85.3485
Wills Cafe & Restaurant,4.2,34,2,27.7001,85.3468
OEC Cafe and Restaurant,4.1,28,2,27.6995,85.3475
Airport Restaurant and Bhanchhaghar,3.8,150,2,27.6965,85.3512
Purbeli Lafa Mo:Mo Center,4.5,92,1,27.6978,85.3488
East Point Sekuwa Corner,4.3,65,2,27.6984,85.3492
79 by AG (Cafe & Lounge),4.4,42,2,27.7025,85.3451
Sushi Time (Old Baneshwor/Ward 9 edge),4.5,185,2,27.7018,85.3442
Cosy Cafe Sinamangal,4.2,19,2,27.6982,85.3475
Corner Cafe Tilganga,4.1,24,2,27.7055,85.3488
Khasi ko Fokso and Stick House,4.4,130,1,27.6972,85.3471
360 Bakery Cafe Sinamangal,4.1,31,2,27.6985,85.3479
Siddhartha Foodland (Old Baneshwor),4.1,2200,3,27.7012,85.3438
Hotel Pashupati Darshan Cafe,3.9,45,2,27.7061,85.3475
Havana Coffee Sinamangal,4.0,52,2,27.6988,85.3481
Ganh Hao 2 Restaurant,4.3,55,3,27.7021,85.3458
Rodstarz Fast Food,4.1,18,2,27.6975,85.3474
Banana Leaf Restaurant,4.2,32,2,27.7011,85.3465
Jet Lounge and Restaurant,4.3,14,3,27.6981,85.3501
Purbali Vakka House Sinamangal,4.6,88,1,27.6979,85.3476
Derbys - Restaurant and Sports Bar,4.4,45,3,27.6985,85.3488
Yuseong Kitchen (Korean),4.5,22,2,27.7018,85.3462
Hotel Indreni Himalaya Restaurant,4.2,950,3,27.701241,85.346514
La Palpasa Coffee Sinamangal,4.7,420,2,27.698514,85.348214
Meridian Suite Rooftop Restaurant,4.3,310,3,27.699142,85.349514
Sinamangal Burger House & Crunchy Fried Chicken,4.1,520,2,27.697514,85.347814
Pewa Laphing and Keema Noodles,4.5,130,1,27.697241,85.347142
79 by AG (Cafe & Lounge),4.4,42,2,27.702514,85.345114
Yuseong Kitchen (Korean Sinamangal),4.5,22,2,27.701841,85.346214
Purbali Vakka House Sinamangal,4.6,88,1,27.697942,85.347614
Gantabya Restaurant & Bar,4.2,55,2,27.698214,85.348214
Royal Kitchen Restaurant & Bar,4.1,64,2,27.698541,85.348542
Bageshwori Fastfood & Mo:Mo Center,4.3,48,1,27.701241,85.345842
New Resunga Khaja Ghar,4.0,32,1,27.703114,85.346814
Riddhi Sekuwa Corner,4.4,75,2,27.699214,85.347914
Famous Laphing House Sinamangal,4.5,110,1,27.697841,85.347514
Daily Fresh Restaurant and Cafe,4.1,28,2,27.698142,85.348114
Eat 'n' Sip Sinamangal,4.2,15,2,27.698414,85.347242
Bollywood Biryani & Restaurant,4.0,65,2,27.699541,85.348814
Matka Sekuwa Family Restaurant,4.3,42,2,27.700514,85.348114
Corner Cafe Tilganga,4.1,24,2,27.705541,85.348814
Jet Lounge and Restaurant,4.3,14,3,27.698114,85.350114
Gaushala Coffee and Bubble Tea House,4.4,12,2,27.711814,85.345514
Lod Cafe & Thakali Kitchen,4.2,85,2,27.709841,85.344814
Cafe de Club (Battisputali Road),4.1,34,2,27.709241,85.342114
Canova Cafe Sinamangal,4.0,52,2,27.698841,85.348114
7C Cafe & Restro,4.2,19,2,27.700142,85.346514
Clcs Restro and Fast Food,3.9,27,1,27.699514,85.347114
Rk Caffe Battisputali,4.1,11,2,27.708541,85.341214
Zam Zam Dum Biryani (Gaushala Branch),4.3,145,2,27.711514,85.345842
Khushi Coffee House,4.4,8,2,27.701214,85.345114
Temple Cafe Tilganga,4.1,22,2,27.706514,85.347814
NFC (Nepal Food Cafe) Battisputali,4.2,56,2,27.709514,85.343514
Samjhana Hotel & Thakali Kitchen,4.0,42,2,27.710841,85.345214
Pranc's Cafe Sinamangal,4.3,16,2,27.698941,85.347814
Shuva Yatra Hotel and Lodge Restro,3.8,12,2,27.711241,85.345114
Purbeli Lafa Mo:Mo Center,4.5,92,1,27.697814,85.348814
East Point Sekuwa Corner,4.3,65,2,27.698414,85.349214
Khasi ko Fokso and Stick House,4.4,130,1,27.697214,85.347114
360 Bakery Cafe Sinamangal,4.1,31,2,27.698541,85.347914
Hotel Pashupati Darshan Cafe,3.9,45,2,27.706141,85.347514
Havana Coffee Sinamangal,4.0,52,2,27.698814,85.348114
Ganh Hao 2 Restaurant (Chinese),4.3,55,3,27.702141,85.345814
Rodstarz Fast Food,4.1,18,2,27.697514,85.347414
Banana Leaf Restaurant,4.2,32,2,27.701141,85.346514
Lumbini Coffee Shop Sinamangal,4.1,14,2,27.698241,85.347214
Masala Darbar Family & Restaurant,4.0,22,2,27.711541,85.344814
Rohit Cafe & Restaurant,3.9,9,2,27.709814,85.342514
D&D Cafe Battisputali,4.1,13,2,27.708814,85.341514
Car O Bar Restro,4.2,18,3,27.710114,85.343214
Pranisha Inn Restaurant,4.0,54,2,27.699214,85.348814
Hema Hotel & Indian Dining,3.8,24,2,27.705214,85.349114
Siddhartha Bhojanalaya & Fastfood,4.1,85,2,27.7018,85.3465
New City Foodland & Sekuwa,4.2,64,2,27.6988,85.3479
Sindhu Bhanchha Ghar & Lodge,3.8,42,1,27.7005,85.3461
Nagarjun Tandoori Bhojanalaya,4.0,55,1,27.6991,85.3482
Milijuli Khaja Ghar,4.3,18,1,27.6975,85.3475
Chiya Ghar (Sinamangal Branch),4.5,310,1,27.6982,85.3488
Kanchi Didi ko Khaja Ghar,4.4,92,1,27.7011,85.3455
Basna Cafe & Restro,4.2,28,2,27.7025,85.3452
Pathway The Cafe,4.3,34,2,27.6989,85.3474
Town Top Lama Sekuwa Corner,4.1,120,2,27.6985,85.3492
KMC Coffee Shop (Hospital Area),4.0,45,2,27.7015,85.3468
A.F.C Cafe Taas & Tandoori,4.1,52,2,27.6995,85.3478
Lumbini Tandoori Bhojanalaya,3.9,27,1,27.6972,85.3481
Shrestha Khaja Ghar,4.2,15,1,27.7032,85.3462
Sakela Khaja Ghar,4.3,22,1,27.7041,85.3475
B.B. Fast Food Sinamangal,4.0,19,1,27.6978,85.3484
Hongkong Nepal Fast Food,4.1,31,2,27.6984,85.3472
Nilima Khaja Ghar,4.2,14,1,27.7008,85.3469
Kantipur Fast Food Sinamangal,3.9,56,1,27.6985,85.3475
The Unforgeable Fast Food,4.4,8,2,27.6992,85.3481
B2 Frozen MoMo (Sinamangal),4.6,45,1,27.6975,85.3479
Yopo Sekuwa Center,4.2,33,2,27.6981,85.3495
Staff Bhojanalaya (KMC area),4.1,24,1,27.7018,85.3462
Bhadra Kali Fast Food Center,4.0,12,1,27.7021,85.3458
Makai Station (Roasted Corn),4.5,185,1,27.6988,85.3475
Little Kathmandu Stick Food,4.4,210,1,27.6972,85.3472
Trishna Tandoori Food Cafe,4.1,28,2,27.7005,85.3485
Rustic Kebab Roll Sinamangal,4.3,32,2,27.6985,85.3482
Taplejung Khaja Ghar,4.2,15,1,27.6998,85.3465
Hotel Subha Laxmi Restaurant,3.7,22,2,27.7011,85.3458
The Noodles Bar Sinamangal,4.2,19,2,27.6979,85.3476
Lumbini Coffee Shop,4.1,14,2,27.6982,85.3472
Baskin Robbins Sinamangal,4.4,320,2,27.6988,85.3485
Everest Holiday Inn Restro,3.8,65,2,27.6968,85.3515
Dairy Coseli Cafe,4.2,42,1,27.6992,85.3475
A K Traders Coffee Corner,4.0,11,2,27.7022,85.3455
Siddhartha Bhojanalaya,4.1,88,2,27.7018,85.3465
G sekuwa (Battisputali Road),4.3,55,2,27.7092,85.3421
Namaste Galkot Lodge & Tandoori,3.9,34,2,27.7065,85.3478
Horizon Lounge (by Soaltee TIA),4.5,120,4,27.6965,85.3522
Bishranti Restaurant,4.0,15,2,27.6985,85.3485
Biko Thakali Sinamangal,4.2,45,2,27.6982,85.3479
Blueberry Restaurant & Bar,3.9,31,2,27.6991,85.3488
Shree Panchkumari Cafe,4.1,24,2,27.7005,85.3468
Zaika Restaurant & Cafe,4.0,12,2,27.7015,85.3462
Swastik Momo and Kitchen,4.3,65,1,27.6975,85.3482
Town Top Lama Sekuwa,4.1,110,2,27.6985,85.3492
Pathway The Cafe Sinamangal,4.2,27,2,27.6989,85.3474
Presca's Cafe,4.4,18,2,27.7025,85.3452
Udaypur Khaja Ghar,4.1,12,1,27.6995,85.3468
Aama's Kitchen,4.3,210,2,27.6952,85.3535
Veg Cafe (Tilganga),5.0,15,1,27.7018,85.3492
Eleven Restro & Sekuwa Palace,4.3,85,2,27.6966,85.3550
Yatra Lounge & Restro (TIA),4.9,420,3,27.6992,85.3561
T3 Thakali Bhanchha Ghar,4.2,310,2,27.7011,85.3529
Saino Tandoori & Sekuwa,4.6,95,2,27.6999,85.3547
Purbeli Multi Cuisine (TIA),3.9,45,2,27.7001,85.3546
Ankur Family Restaurant,5.0,12,2,27.6991,85.3510
Organic Chulo Garden,3.9,74,2,27.6980,85.3491
Chiya Bagaan Sinamangal,4.1,56,1,27.6948,85.3513
KMC Canteen & Coffee Shop,4.0,120,1,27.6985,85.3478
Airport Gate Burger House,3.4,85,2,27.7009,85.3542
Tilganga Guest House & Restro,4.1,34,2,27.7052,85.3485
Sinamangal Coffee Hub,4.3,21,2,27.6981,85.3479
New Highland Sekuwa,4.2,42,2,27.6988,85.3495
Healthy Bites (Near Hospital),4.4,18,2,27.7015,85.3465
Airport Arrival Tea Point,4.0,110,1,27.6995,85.3555
Pashupati View Point Cafe,3.9,28,2,27.7065,85.3472
Sinamangal Junction Fast Food,4.1,52,1,27.6975,85.3481
A-One Bakery Sinamangal,4.2,65,2,27.6985,85.3488
Fresh Juice & Fruit Center (KMC),4.5,92,1,27.6982,85.3475
The Airport Biryani,3.8,45,2,27.6965,85.3512
Skyline Rooftop Sinamangal,4.2,19,3,27.6995,85.3498
Momo Station Sinamangal,4.4,130,1,27.6978,85.3474
Tilganga Morning Tea,4.3,15,1,27.7058,85.3481
Gateway Tandoori Hub,4.0,52,2,27.7005,85.3482
Nepal Fast Food Center,3.9,24,1,27.7012,85.3458
Sinamangal Sweets & Snacks,4.2,88,2,27.6988,85.3476
City Coffee Sinamangal,4.1,14,2,27.6982,85.3472
Airport Parking Cafe,3.6,12,2,27.6998,85.3545
Sinamangal Thakali Bhanchha,4.3,65,2,27.6985,85.3479
Tilganga Vegetarian Kitchen,4.6,22,1,27.7018,85.3492
The Coffee School Tushal,4.7,45,2,27.7203,85.3586
Daily Fresh Cafe,3.0,12,2,27.6959,85.3523
Hideaway Restaurant,4.3,110,2,27.6999,85.3438
Eleven Sekuwa Palace,4.3,85,2,27.6966,85.3550
Purbeli Vakka Point,4.6,88,1,27.6979,85.3476
Sinamangal Noodle House,4.2,33,2,27.6972,85.3471
Hospital View Cafe,4.0,15,2,27.7015,85.3468
Airport Transit Lounge,4.1,28,3,27.6992,85.3561
Sinamangal Tea Garden,4.4,42,1,27.6982,85.3488
KMC Fresh Food,4.1,14,2,27.7018,85.3462
Airport Exit Fast Food,3.8,19,1,27.6995,85.3555
Sinamangal Local Khaja,4.2,22,1,27.6978,85.3484
Tilganga Heritage Cafe,4.1,12,2,27.7052,85.3485
Sinamangal Burger Point,4.0,45,2,27.6975,85.3478
Airport View Thakali,4.1,31,2,27.7011,85.3529
Sinamangal Sekuwa Corner,4.3,55,2,27.6988,85.3495
Hospital Gate Tea Shop,4.5,65,1,27.6982,85.3475
Sinamangal Evening Hub,4.2,18,2,27.6985,85.3482
Dudh Sagar Sinamangal,4.0,210,2,27.6982,85.3475
Syanko Katti Rolls Sinamangal,4.4,480,1,27.6985,85.3482
Hot Magic Mo: Mo,4.1,120,1,27.6978,85.3479
D.D.S. Thakali Kitchen Sinamangal,4.2,85,2,27.6981,85.3474
Kantipur Tandoori Bhojan Griha & Lodge,3.8,110,1,27.6985,85.3475
Purbeli Shanti Khaja Ghar,4.1,42,1,27.6984,85.3472
Aafnai Bistro,4.3,34,2,27.6991,85.3481
Bhimeshwar Khaja Ghar,4.0,28,1,27.7011,85.3465
Momma's Kitchen Sinamangal,4.5,56,2,27.7015,85.3468
Sitan Wala (Local Sweets),4.4,115,1,27.6988,85.3481
N.P Top Momo & Chowmin Point,4.1,52,1,27.6995,85.3478
Mustang Thakali Bhancha and Cafe,4.2,140,2,27.6982,85.3479
Royal Damuna Cafe,4.1,24,2,27.7018,85.3458
Renuka Thakali Bhanchha & Sekuwa,4.0,38,2,27.7061,85.3475
Vision Food Centre,3.9,12,2,27.7052,85.3485
Lumbini Coffee Sop,4.1,22,2,27.6981,85.3479
New Burger Station Sinamangal,4.0,65,2,27.6975,85.3478
Bhimsengola Laphing Center,4.5,92,1,27.6979,85.3476
Lama Momo Fast Food,4.2,130,1,27.6972,85.3471
Sahara Fast Food Cafe,3.8,42,1,27.7005,85.3482
Mero Kishan (Healthy Bites),4.4,18,1,27.7015,85.3465
Bhadra Kali Fast Food Center,4.0,12,1,27.7021,85.3458
Twaakka Mitho Sinamangal,4.3,31,1,27.6985,85.3482
The Sisters Cafe and Fast Food,4.2,19,2,27.7001,85.3465
Bhimsen Restaurant & Khaja Ghar,4.0,45,1,27.7032,85.3462
Brother's Sandwich Sinamangal,4.1,56,2,27.6989,85.3478
Passion Cafe Tilganga,4.2,33,2,27.7055,85.3488
Airport Side Sekuwa,4.3,110,2,27.6984,85.3492
Corner Bakery & Cafe,4.1,28,2,27.7092,85.3421
Baglung Kalika Fastfood,3.9,45,1,27.7108,85.3452
M-Cafeteria KMC,4.0,120,1,27.6985,85.3478
Himcha Cafe Battisputali,4.4,22,2,27.7085,85.3412
Orchid Futsal Cafe,4.1,34,2,27.6995,85.3471
Mahalaxmi Bhojanalaya & Khana Ghar,4.3,55,1,27.7021,85.3458
Newaaz Cafe Gaushala,4.2,45,2,27.7115,85.3458
Chandra's Cafe Sinamangal,4.1,14,2,27.6982,85.3472
Airport Garden Restaurant,3.9,74,2,27.6980,85.3491
Prudential Hotel Restro,4.2,315,3,27.7005,85.3485
Airport Himalaya Boutique Restro,4.2,278,3,27.6992,85.3488
Pashupati Boutique Hotel & Spa Cafe,4.0,716,3,27.7055,85.3485
Hotel DipJyoti Restaurant,4.0,57,2,27.7061,85.3475
Apex Business Hotel Cafe,4.0,303,3,27.6991,85.3488
Hotel Nilakantha Dining,3.3,66,2,27.7065,85.3478
Amarawati Boutique Hotel Restro,4.0,155,3,27.7058,85.3481
Merapeak Medical Cafe,4.1,14,2,27.6985,85.3479
Somewhere Hotel & Restaurant,3.8,42,2,27.7011,85.3529
Golden Sky Guest House & Bhojnalaya,3.9,28,1,27.7065,85.3472
Lumbini Tandoori Sinamangal,4.0,150,2,27.6965,85.3512
Navajyoti Vision Cafe,4.2,12,1,27.7052,85.3485
Sinamangal Coffee Hub,4.3,21,2,27.6981,85.3479
The Bakery Cafe (New Baneshwor),4.1,2800,2,27.6915,85.3331
Indreni Foodland,4.2,3500,3,27.6928,85.3375
Jimbu Thakali (New Baneshwor),4.5,950,2,27.6918,85.3325
Bota Mo:Mo (New Baneshwor),4.2,1200,1,27.6912,85.3338
RedMud Coffee (New Baneshwor),4.3,650,2,27.6921,85.3342
Eyeplex Mall Food Court,4.0,1500,3,27.6910,85.3335
The Burger House & Crunchy Fried Chicken,4.1,2100,2,27.6925,85.3350
Soul Cafe (Korean Food),4.4,420,2,27.6931,85.3328
Drishya Lounge,4.5,550,3,27.6916,85.3321
Narayan Dai ko Famous Masangalli ko Mo:Mo,4.3,1800,1,27.6908,85.3355
Pepe Pizza Baneshwor,4.2,320,2,27.6919,85.3345
KFC Nepal (Eyeplex Mall),3.9,1100,3,27.6911,85.3336
Burger King (Eyeplex Mall),3.8,850,3,27.6911,85.3334
Syanko Katti Roll (New Baneshwor),4.3,580,1,27.6922,85.3340
Ageno Sekuwa & Thakali,4.4,120,2,27.6935,85.3315
Dhaulagiri Specialty Coffee (Buddhanagar),4.7,210,2,27.6885,85.3362
Sankhamul Newari Khaja Ghar,4.2,185,1,27.6852,85.3348
G Cafe (Buddhanagar),4.3,95,2,27.6891,85.3358
The School of Coffee Beans,4.5,145,2,27.6942,85.3321
Rustic Kebab Roll,4.4,310,1,27.6905,85.3339
99 Cafe and Restaurant,4.2,65,2,27.6865,85.3342
Alcove Restaurant (Sankhamul),4.4,110,3,27.6845,85.3338
Jungle Biryani (Sankhamul),4.1,245,2,27.6858,85.3345
MokChey Restaurant,4.3,56,2,27.6875,85.3352
Ikigai Caffe,4.6,78,2,27.6862,85.3340
Regale Restro & Lounge,4.2,42,3,27.6848,85.3335
Aragon Restro and Bar,4.1,88,2,27.6855,85.3341
Ritz Bistro,4.0,34,2,27.6851,85.3339
The Litre Cafe (Korean BBQ),4.4,150,3,27.6868,85.3346
Shandar Mo:Mo (Sankhamul),4.5,850,1,27.6859,85.3348
Byanjankar Newari Khaja Ghar,4.3,62,1,27.6865,85.3351
Classic Garden Restro & Bar,4.1,125,3,27.6842,85.3332
Sankhamul Newari Khaja Ghar,4.2,185,1,27.6852,85.3348
Fatima Cloud Kitchen,4.5,24,2,27.6861,85.3349
Ginza Restaurant and Bar,4.2,112,3,27.6869,85.3331
Doko Namlo Restro,4.1,38,2,27.6872,85.3338
Maharaja Restaurant & Grill,4.3,92,3,27.6865,85.3335
Red Chilly Cafe & Restaurant,4.0,55,2,27.6861,85.3342
The Crown Cafe-Restaurant,4.2,45,2,27.6858,85.3349
The Backyard Cafe,4.3,31,2,27.6855,85.3345
Dé Alley Café,4.4,19,2,27.6852,85.3342
Sangam Sophia Restaurant,4.1,14,2,27.6849,85.3339
Parva (Cafe, Restro, Bar),4.6,56,3,27.6845,85.3335
Yatra Cafe and Restaurant,4.2,28,2,27.6842,85.3332
Chiyadani Kathmandu,4.5,115,1,27.6839,85.3329
Friends Restro,4.1,24,2,27.6836,85.3326
Mughal Shahi Biryani,4.3,185,2,27.6935,85.3348
A One MoMo & Fast Food,4.0,320,1,27.6852,85.3348
Dalo Biryani,4.4,95,2,27.6868,85.3346
Cafe De Patan (Baneshwor Branch),4.2,42,2,27.6912,85.3325
Shandar Mo:Mo (Mid Baneshwor/Ward 10),4.5,1240,1,27.6965,85.3412
Ujamaa Coffee Shankhamul,4.6,310,2,27.6855,85.3341
Amigo Cafe & Lounge,4.2,420,2,27.6922,85.3355
Mughal Shahi Biryani (Baneshwor),4.3,185,2,27.6935,85.3348
Dandelion Laphing (Sankhamul),4.5,88,1,27.6859,85.3345
Chicken Station Sankhamul,4.1,320,2,27.6862,85.3338
Little Durbar Sekuwa Corner,4.3,95,2,27.6807,85.3307
Bishram Cafe (Karaoke & Chill),4.4,56,2,27.6848,85.3335
Wasabi Sushi Restaurant (Baneshwor),4.5,110,3,27.6919,85.3345
RnB Cafe (New Baneshwor),4.2,340,2,27.6925,85.3352
Aaglo Restro,4.0,42,2,27.6908,85.3339
Chi Chi Grill Sankhamul,4.3,28,3,27.6845,85.3335
Mithila Chiyalaya,4.4,120,1,27.6885,85.3362
Engineers Food Lab,4.1,65,2,27.6931,85.3328
Beijing Duck Restaurant,4.2,215,3,27.6925,85.3355
Digo Catering Service & Restro,4.0,14,2,27.6861,85.3349
P Cafe (Buddhanagar),4.2,31,2,27.6862,85.3340
