name,rating,review_count,price_level,lat,lng
Handigaun Junction Brew Hub,4.0,9.0,2.0,27.719814,85.333914
Bhatbhateni Fresh Espresso Club,4.2,4.0,2.0,27.717514,85.330214
Tangal Urban Espresso Club,4.3,6.0,2.0,27.716214,85.328214
Bhatbhateni Elite Espresso Club,4.4,8.0,2.0,27.717814,85.331214
Handigaun Morning Espresso Club,4.1,3.0,2.0,27.719514,85.333514
Tangal Elite Espresso Club,4.5,5.0,2.0,27.716514,85.327514
Bhatbhateni Junction Espresso Club,4.1,6.0,2.0,27.717114,85.329514
Handigaun Corner Brew Lounge,4.2,4.0,2.0,27.719814,85.333914
Tangal Morning Brew Lounge,4.4,5.0,2.0,27.715814,85.328114
Bhatbhateni Central Brew Club,4.0,7.0,2.0,27.717514,85.330814
Handigaun Fresh Brew Lounge,4.1,3.0,2.0,27.719114,85.333214
Tangal Urban Brew Lounge,4.2,4.0,2.0,27.716114,85.328514
Bhatbhateni Elite Brew Lounge,4.4,6.0,2.0,27.717814,85.330214
Handigaun Morning Brew Lounge,4.1,2.0,2.0,27.719514,85.333514
Tangal Elite Brew Lounge,4.5,4.0,2.0,27.716514,85.327814
Bhatbhateni Plaza Brew Lounge,4.1,5.0,2.0,27.717114,85.329814
Tangal Morning Espresso Lounge,4.4,3.0,2.0,27.715814,85.327114
Handigaun Junction Brew Club,4.0,8.0,2.0,27.719814,85.333914
Bhatbhateni Fresh Espresso Lounge,4.2,3.0,2.0,27.717514,85.330214
Tangal Urban Espresso Lounge,4.3,5.0,2.0,27.716214,85.328214
Bhatbhateni Elite Espresso Lounge,4.4,7.0,2.0,27.717814,85.331214
Handigaun Morning Espresso Lounge,4.1,2.0,2.0,27.719514,85.333514
Tangal Elite Espresso Lounge,4.5,4.0,2.0,27.716514,85.327514
Bhatbhateni Junction Espresso Lounge,4.1,5.0,2.0,27.717114,85.329514
Handigaun Corner Brew Point,4.2,3.0,2.0,27.719814,85.333914
Tangal Morning Brew Point,4.4,4.0,2.0,27.715814,85.328114
Bhatbhateni Central Brew Lounge,4.0,6.0,2.0,27.717514,85.330814
Handigaun Fresh Brew Point,4.1,2.0,2.0,27.719114,85.333214
Tangal Urban Brew Point,4.2,3.0,2.0,27.716114,85.328514
Bhatbhateni Elite Brew Point,4.4,5.0,2.0,27.717814,85.330214
Handigaun Morning Brew Point,4.1,1.0,2.0,27.719514,85.333514
Tangal Elite Brew Point,4.5,3.0,2.0,27.716514,85.327814
Bhatbhateni Plaza Brew Point,4.1,4.0,2.0,27.717114,85.329814
Tangal Morning Espresso Point,4.4,2.0,2.0,27.715814,85.327114
Handigaun Junction Brew Point,4.0,7.0,2.0,27.719814,85.333914
Bhatbhateni Fresh Espresso Point,4.2,2.0,2.0,27.717514,85.330214
Tangal Urban Espresso Point,4.3,4.0,2.0,27.716214,85.328214
Bhatbhateni Elite Espresso Point,4.4,6.0,2.0,27.717814,85.331214
Handigaun Morning Espresso Point,4.1,1.0,2.0,27.719514,85.333514
Tangal Elite Espresso Point,4.5,3.0,2.0,27.716514,85.327514
Bhatbhateni Junction Espresso Point,4.1,4.0,2.0,27.717114,85.329514
Handigaun Corner Brew Station,4.2,2.0,2.0,27.719814,85.333914
Tangal Morning Brew Station,4.4,3.0,2.0,27.715814,85.328114
Bhatbhateni Central Brew Point,4.0,5.0,2.0,27.717514,85.330814
Handigaun Fresh Brew Station,4.1,1.0,2.0,27.719114,85.333214
Tangal Urban Brew Station,4.2,2.0,2.0,27.716114,85.328514
Bhatbhateni Elite Brew Station,4.4,4.0,2.0,27.717814,85.330214
Handigaun Morning Brew Station,4.1,1.0,2.0,27.719514,85.333514
Tangal Elite Brew Station,4.5,2.0,2.0,27.716514,85.327814
Bhatbhateni Plaza Brew Station,4.1,3.0,2.0,27.717114,85.329814
Tangal Morning Espresso Station,4.4,1.0,2.0,27.715814,85.327114
Handigaun Junction Brew Station,4.0,6.0,2.0,27.719814,85.333914
Bhatbhateni Fresh Espresso Station,4.2,1.0,2.0,27.717514,85.330214
Tangal Urban Espresso Station,4.3,3.0,2.0,27.716214,85.328214
Bhatbhateni Elite Espresso Station,4.4,5.0,2.0,27.717814,85.331214
Handigaun Morning Espresso Station,4.1,1.0,2.0,27.719514,85.333514
Tangal Elite Espresso Station,4.5,2.0,2.0,27.716514,85.327514
Bhatbhateni Junction Espresso Station,4.1,3.0,2.0,27.717114,85.329514
The Coffee Gallery Bhatbhateni,4.6,92.0,2.0,27.717814,85.330514
Handigaun Heritage Bakers,4.3,28.0,2.0,27.719214,85.333141
Sky Cafe Boudha,3.8,658.0,2.0,27.721814,85.362114
Pho 99 Boudha,4.1,314.0,2.0,27.721514,85.361842
Patio 747,3.9,529.0,2.0,27.721114,85.361514
Mechung Restro & Bar,4.0,391.0,2.0,27.721414,85.361114
Sichuan Cafe Restaurant,4.7,137.0,2.0,27.722514,85.363114
Bodhiz Cafe,4.2,85.0,2.0,27.721241,85.361241
Double Dorje Restaurant,4.3,210.0,1.0,27.721841,85.361514
Lhasa Momo,4.5,320.0,1.0,27.720841,85.360814
Boudha Cafe De Mandala,4.4,45.0,2.0,27.721514,85.362814
Solu Sherpa Khaja Ghar,4.6,180.0,1.0,27.721214,85.360514
Blue Bear Cafe (Hotel Tibet),4.5,38.0,2.0,27.722142,85.361814
Yeti Bar And Terrace,4.3,24.0,3.0,27.722414,85.362142
Khawa Khorpo Noodle Factory,4.4,65.0,1.0,27.720514,85.360214
Chocolate Wheel (Selfie Coffee),4.2,88.0,2.0,27.721841,85.362514
Little Tibet Restaurant,4.3,145.0,2.0,27.721114,85.361241
Tibet Kitchen Rooftop,4.1,95.0,2.0,27.721542,85.361914
Dharatole Laphing Center,4.5,210.0,1.0,27.720814,85.360142
Phulbari Garden Restro,4.2,56.0,2.0,27.723514,85.364814
Ramhiti Heights Cafe,4.0,31.0,2.0,27.726514,85.365514
Tushal Junction Chiya,4.1,120.0,1.0,27.724814,85.358814
Snow Lion Terrace,4.2,45.0,3.0,27.721914,85.362814
Stupa View Vegetarian,4.5,112.0,2.0,27.721414,85.361541
Khorlo Brews,4.3,19.0,2.0,27.721514,85.361814
Aloo Roti Corner (Kora),4.7,310.0,1.0,27.721114,85.361114
Saffron Tea Point,4.2,27.0,1.0,27.721541,85.362414
White Lotus Rooftop,4.5,22.0,2.0,27.722114,85.362141
Monk'S Brew Ramhiti,4.6,18.0,2.0,27.726141,85.365514
Tushal Student Hub,3.9,150.0,1.0,27.725114,85.359514
Boudha Heritage Coffee,4.3,27.0,2.0,27.721414,85.361814
The Daily Sip Boudha,4.4,15.0,2.0,27.721114,85.361214
Hotel Tibet Potala Hall,4.2,12.0,3.0,27.722514,85.361814
Deysil All-Day Dining,4.4,31.0,2.0,27.722114,85.361514
Pasa Deli Boudha,4.6,55.0,2.0,27.721314,85.361814
Filli Cafe Stupa,4.1,28.0,2.0,27.721412,85.362412
Bod Thap Restaurant (New),4.5,14.0,2.0,27.721541,85.361214
Impresso Caffe Phulbari,4.5,64.0,2.0,27.723814,85.364514
Himalayan Laphing Center,4.4,195.0,1.0,27.720541,85.360541
Sky Cafe Garden Annex,3.9,42.0,2.0,27.721914,85.362514
Boudha Morning Brew,4.2,11.0,2.0,27.721241,85.360914
Phulbari Local Tea,4.3,88.0,1.0,27.723141,85.364214
Ramhiti Organic Hub,4.5,15.0,2.0,27.726114,85.365814
Tushal Corner Khaja,4.0,56.0,1.0,27.724514,85.359114
Stupa Side Espresso,4.2,18.0,2.0,27.721114,85.361514
Monastic Silence Cafe,4.6,9.0,2.0,27.722841,85.363214
Boudha Terrace Roasters,4.4,21.0,2.0,27.721814,85.362414
Sherpa Kitchen Ramhiti,4.3,44.0,2.0,27.726814,85.365214
Tushal Spicy Noodle Hub,4.5,92.0,1.0,27.725214,85.359814
Kora Walking Tea,4.0,110.0,1.0,27.721114,85.361241
Boudha Elite Coffee,4.6,7.0,2.0,27.721514,85.362114
Ramhiti Garden Sip,4.2,14.0,2.0,27.726241,85.365114
Nimto Restaurant & Lounge,4.2,650.0,2.0,27.717514,85.344514
Chiyawala Chabahil,4.4,480.0,2.0,27.716841,85.345214
Aone Cafe Chabahil,4.0,320.0,2.0,27.718114,85.343842
The Burger House And Melung Thakali Chabahil,4.1,890.0,2.0,27.718541,85.345514
The Biryani House Cafe & Restro (Siphal),4.3,210.0,2.0,27.715514,85.341842
Annyeong Chicken (Saraswotinagar),4.5,185.0,2.0,27.721241,85.346542
Maya Restro & Cafe (Chuchchepati),4.2,145.0,2.0,27.719841,85.348214
Rameshwaram Sweets & Snacks Chabahil,4.1,520.0,2.0,27.717214,85.344114
Himalayan Beans Java (Kapan/Chabahil),4.4,92.0,2.0,27.724514,85.347842
Kfc Chabahil (Boudha Road),3.9,1200.0,3.0,27.717914,85.345914
Guam Guam Momo & Fast Food,4.2,68.0,1.0,27.716514,85.342814
Raap Sekuwa - Ratopool/Chabahil,4.3,310.0,2.0,27.713514,85.340514
Chitwan Ko Karma Taas & Nepali Bhancha,4.0,145.0,2.0,27.718814,85.346214
Commons' Bistro Chabahil,4.4,56.0,2.0,27.716241,85.344842
Bowl Up Chabahil,4.1,34.0,2.0,27.717114,85.345114
New Everest Mo:Mo Center (Branch),4.5,880.0,1.0,27.717841,85.343542
Bajrayogini Fast Food,3.8,42.0,1.0,27.718214,85.344241
S.M.L Laphing & Kima Noodles,4.6,112.0,1.0,27.719114,85.346841
Pipal Boat Khaja Ghar,3.7,24.0,1.0,27.716514,85.343114
Taja Bakery & Coffee Shop,4.2,19.0,2.0,27.717541,85.345842
Moomin Cafe Chabahil,4.3,31.0,2.0,27.716814,85.344414
Gaule Restaurant Pvt Ltd,4.1,215.0,2.0,27.715842,85.341514
Crunchy Restro & Cafe (Chuchchepati),4.4,74.0,2.0,27.720114,85.348514
Royal Taj Bakery,4.0,52.0,2.0,27.717942,85.345241
Baddas Momo Chabahil,4.2,45.0,1.0,27.718414,85.344841
Relief Restro And Cafe (Chill Bro),4.5,38.0,2.0,27.715114,85.342142
Mustang May Review Thakali,4.3,124.0,2.0,27.717542,85.344914
Darshan Halesi Fast Food,3.9,65.0,1.0,27.718114,85.344114
Aacharya Fast Food,4.0,28.0,1.0,27.716142,85.343242
Hotel Tara Suites Cafe,4.2,45.0,3.0,27.715541,85.345114
Burger House And Crunchy Fried Chicken Chabahil,4.1,820.0,2.0,27.718541,85.345514
Chule Nimto Cafe & Thakali Kitchen,4.3,156.0,2.0,27.716914,85.344814
Gaule Restaurant Pvt.Ltd,4.1,215.0,2.0,27.715842,85.341514
The Biryani House & Sekuwa Cave,4.2,185.0,2.0,27.715514,85.341842
Slice Of Pizza Chabahil,4.0,92.0,2.0,27.717414,85.345214
Chef Kitchen Burger House (Kl Tower),4.3,310.0,2.0,27.718114,85.345842
Everest Fast Food Cafe,3.9,45.0,1.0,27.717841,85.343542
Moomin Cafe,4.3,31.0,2.0,27.716814,85.344414
G.P.S Chiya Sangam,4.4,28.0,1.0,27.717114,85.345514
Raap Sekuwa - Ratopool,4.3,310.0,2.0,27.713514,85.340514
S.M.L Laphing And Kima Noodles Center,4.6,112.0,1.0,27.719114,85.346841
Darshan Halesi Fast Food And Khaja Ghar,3.9,65.0,1.0,27.718114,85.344114
Maya Restro & Cafe Chuchchepati,4.2,145.0,2.0,27.719841,85.348214
Himalayan Beans Java (Kapan Road),4.4,92.0,2.0,27.724514,85.347842
Kfc Kathmandu Food Cafe (Chabahil),3.8,110.0,2.0,27.717914,85.345914
Commons' Bistro - Fast Food Restaurant,4.4,56.0,2.0,27.716241,85.344842
Royal Taj Bakery Chabahil,4.0,52.0,2.0,27.717942,85.345241
Rameshwaram Sweets & Snacks,4.1,520.0,2.0,27.717214,85.344114
Ramailo Gaunle Restaurant,4.0,85.0,2.0,27.715842,85.341514
Crunchy Restro & Cafe,4.4,74.0,2.0,27.720114,85.348514
High Road Cafe Chabahil,4.1,22.0,2.0,27.718814,85.346514
Taste Um Cafe,4.0,14.0,2.0,27.717414,85.344814
Village In Cafe,4.2,11.0,2.0,27.717214,85.345414
Irani Chiya Chabahil,4.5,45.0,1.0,27.717614,85.345114
Satkar Cafe & Bar,3.9,32.0,2.0,27.716514,85.344214
360 Bakery Cafe,4.1,28.0,2.0,27.717914,85.345814
Cubic Cafe,4.2,15.0,2.0,27.718114,85.344514
Krishnarpan (Dwarika'S Hotel),4.8,1240.0,4.0,27.710514,85.342142
Toran Restaurant (Dwarika'S),4.6,850.0,4.0,27.710414,85.342242
Mako'S Japanese Restaurant,4.7,320.0,4.0,27.710614,85.342042
Kailasa Food & Sweets,4.1,450.0,2.0,27.712114,85.346214
Resunga Tandoori & Guest House,4.4,115.0,2.0,27.713541,85.348542
Marwadi Bhojnalaya Gaushala,4.6,310.0,1.0,27.711841,85.345842
Skydeck Restaurant (Crystal Pashupati),4.4,215.0,3.0,27.712841,85.347514
Anmol Sweets Gaushala,4.3,340.0,2.0,27.711541,85.345114
Vedic Food & Lunch Box,4.7,42.0,2.0,27.711514,85.344842
Mtr Kathmandu (Vegetarian),4.2,65.0,2.0,27.710114,85.342814
Siddhartha Foodland (Battisputali),4.1,2100.0,3.0,27.708814,85.340214
Keshari Sweets & Chaat,4.4,195.0,1.0,27.711841,85.345514
Hotel Toran Cafe,4.1,56.0,2.0,27.713241,85.346842
New Sagarmatha Thakali,4.2,120.0,2.0,27.711914,85.344514
Pashupati Vision Hotel & Restro,3.9,110.0,2.0,27.712142,85.346514
Airport View Cafe,3.8,42.0,2.0,27.711514,85.349142
Maya Chowk Restaurant Gaushala,4.0,24.0,2.0,27.711814,85.345242
Alpine Foodland & Restaurant,4.1,88.0,2.0,27.709114,85.341142
Labbaik Restaurant & Cafe,4.2,45.0,2.0,27.709514,85.342514
Delicious Fusion Food & Restro,4.3,31.0,2.0,27.709241,85.341842
Koyla Tandoori Restaurant,4.1,52.0,2.0,27.708942,85.340841
Purbeli Sekuwa Corner,4.4,68.0,2.0,27.708541,85.339842
Imperial Restaurant Battisputali,4.0,15.0,2.0,27.709841,85.341542
Royal Rays Restaurant,4.1,22.0,2.0,27.709414,85.341214
Classic Restaurant & Bar,3.9,19.0,2.0,27.708114,85.340514
Hungry Eye Cafe & Restaurant,3.8,42.0,1.0,27.711214,85.345814
Pashupati Khaja Ghar,4.2,28.0,1.0,27.710842,85.346142
Bankali Khaja Ghar,4.1,18.0,1.0,27.709541,85.347214
Shree Pashupatinath Bhojnalaya,4.3,55.0,1.0,27.711214,85.346242
Halesi Fast Food Gaushala,4.0,34.0,1.0,27.712541,85.345514
Sitala Fast Food,3.9,22.0,1.0,27.714214,85.347842
Gauri Shankar Restro,4.0,85.0,2.0,27.712542,85.345214
Fuzone Tandoori Cafe,4.1,24.0,2.0,27.709114,85.340241
Tha Chhen Restaurant,4.5,12.0,3.0,27.708414,85.341114
Coriander Restaurant,4.2,33.0,2.0,27.708841,85.342114
The Grill Nation Battisputali,4.3,47.0,3.0,27.709214,85.341814
Oec Cafe And Restaurant,4.1,14.0,2.0,27.709514,85.342814
Bottles Restaurant Gaushala,3.9,27.0,2.0,27.711414,85.346114
Wills Cafe & Restaurant,4.2,19.0,2.0,27.709114,85.340814
Matka Lassi Gaushala Chowk,4.5,180.0,1.0,27.712114,85.345514
The Dwarika'S Hotel (Battisputali/Ward 9 Edge),4.8,3200.0,4.0,27.7105,85.3421
La Palpasa Coffee Sinamangal,4.7,420.0,2.0,27.6985,85.3482
Hotel Indreni Himalaya Restaurant,4.2,950.0,3.0,27.7012,85.3465
Meridian Suite Hotel Rooftop,4.3,310.0,3.0,27.6991,85.3495
Sinamangal Burger House & Crunchy Fried Chicken,4.1,520.0,2.0,27.6975,85.3478
B.F.C. Burger Sinamangal,4.0,215.0,2.0,27.6981,85.3472
Labbaik Restaurant & Cafe (Sinamangal),4.2,85.0,2.0,27.6998,85.3461
Delicious Fusion Food & Restaurant,4.3,55.0,2.0,27.7015,85.3458
The Grill Nation Sinamangal,4.4,110.0,2.0,27.6988,85.3485
Wills Cafe & Restaurant,4.2,34.0,2.0,27.7001,85.3468
Oec Cafe And Restaurant,4.1,28.0,2.0,27.6995,85.3475
Airport Restaurant And Bhanchhaghar,3.8,150.0,2.0,27.6965,85.3512
Purbeli Lafa Mo:Mo Center,4.5,92.0,1.0,27.6978,85.3488
East Point Sekuwa Corner,4.3,65.0,2.0,27.6984,85.3492
79 By Ag (Cafe & Lounge),4.4,42.0,2.0,27.7025,85.3451
Sushi Time (Old Baneshwor/Ward 9 Edge),4.5,185.0,2.0,27.7018,85.3442
Cosy Cafe Sinamangal,4.2,19.0,2.0,27.6982,85.3475
Corner Cafe Tilganga,4.1,24.0,2.0,27.7055,85.3488
Khasi Ko Fokso And Stick House,4.4,130.0,1.0,27.6972,85.3471
360 Bakery Cafe Sinamangal,4.1,31.0,2.0,27.6985,85.3479
Siddhartha Foodland (Old Baneshwor),4.1,2200.0,3.0,27.7012,85.3438
Hotel Pashupati Darshan Cafe,3.9,45.0,2.0,27.7061,85.3475
Havana Coffee Sinamangal,4.0,52.0,2.0,27.6988,85.3481
Ganh Hao 2 Restaurant,4.3,55.0,3.0,27.7021,85.3458
Rodstarz Fast Food,4.1,18.0,2.0,27.6975,85.3474
Banana Leaf Restaurant,4.2,32.0,2.0,27.7011,85.3465
Jet Lounge And Restaurant,4.3,14.0,3.0,27.6981,85.3501
Purbali Vakka House Sinamangal,4.6,88.0,1.0,27.6979,85.3476
Derbys - Restaurant And Sports Bar,4.4,45.0,3.0,27.6985,85.3488
Yuseong Kitchen (Korean),4.5,22.0,2.0,27.7018,85.3462
Hotel Indreni Himalaya Restaurant,4.2,950.0,3.0,27.701241,85.346514
La Palpasa Coffee Sinamangal,4.7,420.0,2.0,27.698514,85.348214
Meridian Suite Rooftop Restaurant,4.3,310.0,3.0,27.699142,85.349514
Sinamangal Burger House & Crunchy Fried Chicken,4.1,520.0,2.0,27.697514,85.347814
Pewa Laphing And Keema Noodles,4.5,130.0,1.0,27.697241,85.347142
79 By Ag (Cafe & Lounge),4.4,42.0,2.0,27.702514,85.345114
Yuseong Kitchen (Korean Sinamangal),4.5,22.0,2.0,27.701841,85.346214
Purbali Vakka House Sinamangal,4.6,88.0,1.0,27.697942,85.347614
Gantabya Restaurant & Bar,4.2,55.0,2.0,27.698214,85.348214
Royal Kitchen Restaurant & Bar,4.1,64.0,2.0,27.698541,85.348542
Bageshwori Fastfood & Mo:Mo Center,4.3,48.0,1.0,27.701241,85.345842
New Resunga Khaja Ghar,4.0,32.0,1.0,27.703114,85.346814
Riddhi Sekuwa Corner,4.4,75.0,2.0,27.699214,85.347914
Famous Laphing House Sinamangal,4.5,110.0,1.0,27.697841,85.347514
Daily Fresh Restaurant And Cafe,4.1,28.0,2.0,27.698142,85.348114
Eat 'N' Sip Sinamangal,4.2,15.0,2.0,27.698414,85.347242
Bollywood Biryani & Restaurant,4.0,65.0,2.0,27.699541,85.348814
Matka Sekuwa Family Restaurant,4.3,42.0,2.0,27.700514,85.348114
Corner Cafe Tilganga,4.1,24.0,2.0,27.705541,85.348814
Jet Lounge And Restaurant,4.3,14.0,3.0,27.698114,85.350114
Gaushala Coffee And Bubble Tea House,4.4,12.0,2.0,27.711814,85.345514
Lod Cafe & Thakali Kitchen,4.2,85.0,2.0,27.709841,85.344814
Cafe De Club (Battisputali Road),4.1,34.0,2.0,27.709241,85.342114
Canova Cafe Sinamangal,4.0,52.0,2.0,27.698841,85.348114
7C Cafe & Restro,4.2,19.0,2.0,27.700142,85.346514
Clcs Restro And Fast Food,3.9,27.0,1.0,27.699514,85.347114
Rk Caffe Battisputali,4.1,11.0,2.0,27.708541,85.341214
Zam Zam Dum Biryani (Gaushala Branch),4.3,145.0,2.0,27.711514,85.345842
Khushi Coffee House,4.4,8.0,2.0,27.701214,85.345114
Temple Cafe Tilganga,4.1,22.0,2.0,27.706514,85.347814
Nfc (Nepal Food Cafe) Battisputali,4.2,56.0,2.0,27.709514,85.343514
Samjhana Hotel & Thakali Kitchen,4.0,42.0,2.0,27.710841,85.345214
Pranc'S Cafe Sinamangal,4.3,16.0,2.0,27.698941,85.347814
Shuva Yatra Hotel And Lodge Restro,3.8,12.0,2.0,27.711241,85.345114
Purbeli Lafa Mo:Mo Center,4.5,92.0,1.0,27.697814,85.348814
East Point Sekuwa Corner,4.3,65.0,2.0,27.698414,85.349214
Khasi Ko Fokso And Stick House,4.4,130.0,1.0,27.697214,85.347114
360 Bakery Cafe Sinamangal,4.1,31.0,2.0,27.698541,85.347914
Hotel Pashupati Darshan Cafe,3.9,45.0,2.0,27.706141,85.347514
Havana Coffee Sinamangal,4.0,52.0,2.0,27.698814,85.348114
Ganh Hao 2 Restaurant (Chinese),4.3,55.0,3.0,27.702141,85.345814
Rodstarz Fast Food,4.1,18.0,2.0,27.697514,85.347414
Banana Leaf Restaurant,4.2,32.0,2.0,27.701141,85.346514
Lumbini Coffee Shop Sinamangal,4.1,14.0,2.0,27.698241,85.347214
Masala Darbar Family & Restaurant,4.0,22.0,2.0,27.711541,85.344814
Rohit Cafe & Restaurant,3.9,9.0,2.0,27.709814,85.342514
D&D Cafe Battisputali,4.1,13.0,2.0,27.708814,85.341514
Car O Bar Restro,4.2,18.0,3.0,27.710114,85.343214
Pranisha Inn Restaurant,4.0,54.0,2.0,27.699214,85.348814
Hema Hotel & Indian Dining,3.8,24.0,2.0,27.705214,85.349114
Siddhartha Bhojanalaya & Fastfood,4.1,85.0,2.0,27.7018,85.3465
New City Foodland & Sekuwa,4.2,64.0,2.0,27.6988,85.3479
Sindhu Bhanchha Ghar & Lodge,3.8,42.0,1.0,27.7005,85.3461
Nagarjun Tandoori Bhojanalaya,4.0,55.0,1.0,27.6991,85.3482
Milijuli Khaja Ghar,4.3,18.0,1.0,27.6975,85.3475
Chiya Ghar (Sinamangal Branch),4.5,310.0,1.0,27.6982,85.3488
Kanchi Didi Ko Khaja Ghar,4.4,92.0,1.0,27.7011,85.3455
Basna Cafe & Restro,4.2,28.0,2.0,27.7025,85.3452
Pathway The Cafe,4.3,34.0,2.0,27.6989,85.3474
Town Top Lama Sekuwa Corner,4.1,120.0,2.0,27.6985,85.3492
Kmc Coffee Shop (Hospital Area),4.0,45.0,2.0,27.7015,85.3468
A.F.C Cafe Taas & Tandoori,4.1,52.0,2.0,27.6995,85.3478
Lumbini Tandoori Bhojanalaya,3.9,27.0,1.0,27.6972,85.3481
Shrestha Khaja Ghar,4.2,15.0,1.0,27.7032,85.3462
Sakela Khaja Ghar,4.3,22.0,1.0,27.7041,85.3475
B.B. Fast Food Sinamangal,4.0,19.0,1.0,27.6978,85.3484
Hongkong Nepal Fast Food,4.1,31.0,2.0,27.6984,85.3472
Nilima Khaja Ghar,4.2,14.0,1.0,27.7008,85.3469
Kantipur Fast Food Sinamangal,3.9,56.0,1.0,27.6985,85.3475
The Unforgeable Fast Food,4.4,8.0,2.0,27.6992,85.3481
B2 Frozen Momo (Sinamangal),4.6,45.0,1.0,27.6975,85.3479
Yopo Sekuwa Center,4.2,33.0,2.0,27.6981,85.3495
Staff Bhojanalaya (Kmc Area),4.1,24.0,1.0,27.7018,85.3462
Bhadra Kali Fast Food Center,4.0,12.0,1.0,27.7021,85.3458
Makai Station (Roasted Corn),4.5,185.0,1.0,27.6988,85.3475
Little Kathmandu Stick Food,4.4,210.0,1.0,27.6972,85.3472
Trishna Tandoori Food Cafe,4.1,28.0,2.0,27.7005,85.3485
Rustic Kebab Roll Sinamangal,4.3,32.0,2.0,27.6985,85.3482
Taplejung Khaja Ghar,4.2,15.0,1.0,27.6998,85.3465
Hotel Subha Laxmi Restaurant,3.7,22.0,2.0,27.7011,85.3458
The Noodles Bar Sinamangal,4.2,19.0,2.0,27.6979,85.3476
Lumbini Coffee Shop,4.1,14.0,2.0,27.6982,85.3472
Baskin Robbins Sinamangal,4.4,320.0,2.0,27.6988,85.3485
Everest Holiday Inn Restro,3.8,65.0,2.0,27.6968,85.3515
Dairy Coseli Cafe,4.2,42.0,1.0,27.6992,85.3475
A K Traders Coffee Corner,4.0,11.0,2.0,27.7022,85.3455
Siddhartha Bhojanalaya,4.1,88.0,2.0,27.7018,85.3465
G Sekuwa (Battisputali Road),4.3,55.0,2.0,27.7092,85.3421
Namaste Galkot Lodge & Tandoori,3.9,34.0,2.0,27.7065,85.3478
Horizon Lounge (By Soaltee Tia),4.5,120.0,4.0,27.6965,85.3522
Bishranti Restaurant,4.0,15.0,2.0,27.6985,85.3485
Biko Thakali Sinamangal,4.2,45.0,2.0,27.6982,85.3479
Blueberry Restaurant & Bar,3.9,31.0,2.0,27.6991,85.3488
Shree Panchkumari Cafe,4.1,24.0,2.0,27.7005,85.3468
Zaika Restaurant & Cafe,4.0,12.0,2.0,27.7015,85.3462
Swastik Momo And Kitchen,4.3,65.0,1.0,27.6975,85.3482
Town Top Lama Sekuwa,4.1,110.0,2.0,27.6985,85.3492
Pathway The Cafe Sinamangal,4.2,27.0,2.0,27.6989,85.3474
Presca'S Cafe,4.4,18.0,2.0,27.7025,85.3452
Udaypur Khaja Ghar,4.1,12.0,1.0,27.6995,85.3468
Aama'S Kitchen,4.3,210.0,2.0,27.6952,85.3535
Veg Cafe (Tilganga),5.0,15.0,1.0,27.7018,85.3492
Eleven Restro & Sekuwa Palace,4.3,85.0,2.0,27.6966,85.355
Yatra Lounge & Restro (Tia),4.9,420.0,3.0,27.6992,85.3561
T3 Thakali Bhanchha Ghar,4.2,310.0,2.0,27.7011,85.3529
Saino Tandoori & Sekuwa,4.6,95.0,2.0,27.6999,85.3547
Purbeli Multi Cuisine (Tia),3.9,45.0,2.0,27.7001,85.3546
Ankur Family Restaurant,5.0,12.0,2.0,27.6991,85.351
Organic Chulo Garden,3.9,74.0,2.0,27.698,85.3491
Chiya Bagaan Sinamangal,4.1,56.0,1.0,27.6948,85.3513
Kmc Canteen & Coffee Shop,4.0,120.0,1.0,27.6985,85.3478
Airport Gate Burger House,3.4,85.0,2.0,27.7009,85.3542
Tilganga Guest House & Restro,4.1,34.0,2.0,27.7052,85.3485
Sinamangal Coffee Hub,4.3,21.0,2.0,27.6981,85.3479
New Highland Sekuwa,4.2,42.0,2.0,27.6988,85.3495
Healthy Bites (Near Hospital),4.4,18.0,2.0,27.7015,85.3465
Airport Arrival Tea Point,4.0,110.0,1.0,27.6995,85.3555
Pashupati View Point Cafe,3.9,28.0,2.0,27.7065,85.3472
Sinamangal Junction Fast Food,4.1,52.0,1.0,27.6975,85.3481
A-One Bakery Sinamangal,4.2,65.0,2.0,27.6985,85.3488
Fresh Juice & Fruit Center (Kmc),4.5,92.0,1.0,27.6982,85.3475
The Airport Biryani,3.8,45.0,2.0,27.6965,85.3512
Skyline Rooftop Sinamangal,4.2,19.0,3.0,27.6995,85.3498
Momo Station Sinamangal,4.4,130.0,1.0,27.6978,85.3474
Tilganga Morning Tea,4.3,15.0,1.0,27.7058,85.3481
Gateway Tandoori Hub,4.0,52.0,2.0,27.7005,85.3482
Nepal Fast Food Center,3.9,24.0,1.0,27.7012,85.3458
Sinamangal Sweets & Snacks,4.2,88.0,2.0,27.6988,85.3476
City Coffee Sinamangal,4.1,14.0,2.0,27.6982,85.3472
Airport Parking Cafe,3.6,12.0,2.0,27.6998,85.3545
Sinamangal Thakali Bhanchha,4.3,65.0,2.0,27.6985,85.3479
Tilganga Vegetarian Kitchen,4.6,22.0,1.0,27.7018,85.3492
The Coffee School Tushal,4.7,45.0,2.0,27.7203,85.3586
Daily Fresh Cafe,3.0,12.0,2.0,27.6959,85.3523
Hideaway Restaurant,4.3,110.0,2.0,27.6999,85.3438
Eleven Sekuwa Palace,4.3,85.0,2.0,27.6966,85.355
Purbeli Vakka Point,4.6,88.0,1.0,27.6979,85.3476
